Topic,QuestionCategory,LocationDesc,Education,Income,Gender,% Adults W. Obesity,% Adults Exercise Weekly,% Adults Do not exercise,% Adults Eat Vegetable or Fruit Daily
Physical Activity - Behavior,Gender,Alaska,,,Female,,36.63333333,21.75,
Physical Activity - Behavior,Gender,Alaska,,,Male,,40.05,19.31666667,
Physical Activity - Behavior,Income,Alaska,,"$15,000 - $24,999",,,34.99166667,26.11666667,
Physical Activity - Behavior,Income,Alaska,,"$25,000 - $34,999",,,35.95833333,24.26666667,
Physical Activity - Behavior,Income,Alaska,,"$35,000 - $49,999",,,37.79166667,21.4,
Physical Activity - Behavior,Income,Alaska,,"$50,000 - $74,999",,,39.36666667,18.13333333,
Physical Activity - Behavior,Income,Alaska,,"$75,000 or greater",,,41.80833333,15.03333333,
Physical Activity - Behavior,Income,Alaska,,"Less than $15,000",,,32.00833333,30.4,
Physical Activity - Behavior,Race/Ethnicity,Alaska,,,,,36.9859375,23.88529412,
Physical Activity - Behavior,Total,Alaska,,,,,38.40833333,20.51666667,
Physical Activity - Behavior,Education,Arizona,College graduate,,,,42.61666667,13.41666667,
Physical Activity - Behavior,Education,Arizona,High school graduate,,,,32.275,26.93333333,
Physical Activity - Behavior,Education,Arizona,Less than high school,,,,23.7,38.1,
Physical Activity - Behavior,Education,Arizona,Some college or technical school,,,,36.79166667,21.55,
Physical Activity - Behavior,Age (years),Arizona,,,,,35.04583333,23.20277778,
Physical Activity - Behavior,Gender,Arizona,,,Female,,32.45,24.88333333,
Physical Activity - Behavior,Gender,Arizona,,,Male,,37.80833333,22.01666667,
Physical Activity - Behavior,Income,Arizona,,"$15,000 - $24,999",,,29.26666667,32.25,
Physical Activity - Behavior,Income,Arizona,,"$25,000 - $34,999",,,32.23333333,24.73333333,
Physical Activity - Behavior,Income,Arizona,,"$35,000 - $49,999",,,38.4,21.18333333,
Physical Activity - Behavior,Income,Arizona,,"$50,000 - $74,999",,,37.08333333,18.11666667,
Physical Activity - Behavior,Income,Arizona,,"$75,000 or greater",,,42.25833333,12.7,
Physical Activity - Behavior,Income,Arizona,,"Less than $15,000",,,26.35,34.1,
Physical Activity - Behavior,Race/Ethnicity,Arizona,,,,,35.03333333,25.33333333,
Physical Activity - Behavior,Total,Arizona,,,,,35.1,23.48333333,
Physical Activity - Behavior,Education,Arkansas,College graduate,,,,33.99166667,19.16666667,
Physical Activity - Behavior,Education,Arkansas,High school graduate,,,,25.98333333,36.73333333,
Physical Activity - Behavior,Education,Arkansas,Less than high school,,,,19.68333333,47.33333333,
Physical Activity - Behavior,Education,Arkansas,Some college or technical school,,,,29.75,27.25,
Physical Activity - Behavior,Age (years),Arkansas,,,,,28.17083333,31.39166667,
Physical Activity - Behavior,Gender,Arkansas,,,Female,,24.43333333,34.98333333,
Physical Activity - Behavior,Gender,Arkansas,,,Male,,30.98333333,29.6,
Physical Activity - Behavior,Income,Arkansas,,"$15,000 - $24,999",,,23.34166667,40.43333333,
Physical Activity - Behavior,Income,Arkansas,,"$25,000 - $34,999",,,26.925,32.35,
Physical Activity - Behavior,Income,Arkansas,,"$35,000 - $49,999",,,27.825,28.41666667,
Physical Activity - Behavior,Income,Arkansas,,"$50,000 - $74,999",,,31.525,26.46666667,
Physical Activity - Behavior,Income,Arkansas,,"$75,000 or greater",,,34.25,18.25,
Physical Activity - Behavior,Income,Arkansas,,"Less than $15,000",,,23.025,43.38333333,
Physical Activity - Behavior,Race/Ethnicity,Arkansas,,,,,28.61285714,32.18666667,
Physical Activity - Behavior,Total,Arkansas,,,,,27.6,32.36666667,
Physical Activity - Behavior,Education,California,College graduate,,,,43.24166667,12.26666667,
Physical Activity - Behavior,Education,California,High school graduate,,,,35.775,23.66666667,
Physical Activity - Behavior,Education,California,Less than high school,,,,25.61666667,33.11666667,
Physical Activity - Behavior,Education,California,Some college or technical school,,,,40.25833333,17.56666667,
Physical Activity - Behavior,Age (years),California,,,,,37.72222222,20.13055556,
Physical Activity - Behavior,Gender,California,,,Female,,34.89166667,21.43333333,
Physical Activity - Behavior,Gender,California,,,Male,,39.9,19.11666667,
Physical Activity - Behavior,Income,California,,"$15,000 - $24,999",,,31.35,26.56666667,
Physical Activity - Behavior,Income,California,,"$25,000 - $34,999",,,35.68333333,24.78333333,
Physical Activity - Behavior,Income,California,,"$35,000 - $49,999",,,35.98333333,21.01666667,
Physical Activity - Behavior,Income,California,,"$50,000 - $74,999",,,39.04166667,19.18333333,
Physical Activity - Behavior,Income,California,,"$75,000 or greater",,,43.63333333,11.4,
Physical Activity - Behavior,Income,California,,"Less than $15,000",,,30.74166667,30.08333333,
Physical Activity - Behavior,Race/Ethnicity,California,,,,,39.74625,19.47073171,
Physical Activity - Behavior,Total,California,,,,,37.35,20.31666667,
Physical Activity - Behavior,Education,Colorado,College graduate,,,,47.58333333,7.983333333,
Physical Activity - Behavior,Education,Colorado,High school graduate,,,,35.125,23.41666667,
Physical Activity - Behavior,Education,Colorado,Less than high school,,,,30.08333333,33.96666667,
Physical Activity - Behavior,Education,Colorado,Some college or technical school,,,,40.875,15.83333333,
Physical Activity - Behavior,Age (years),Colorado,,,,,40.96388889,16.80277778,
Physical Activity - Behavior,Gender,Colorado,,,Female,,39.125,17.75,
Physical Activity - Behavior,Gender,Colorado,,,Male,,42.25,16.11666667,
Physical Activity - Behavior,Income,Colorado,,"$15,000 - $24,999",,,35.04166667,26.18333333,
Physical Activity - Behavior,Income,Colorado,,"$25,000 - $34,999",,,37.74166667,21.15,
Physical Activity - Behavior,Income,Colorado,,"$35,000 - $49,999",,,40.29166667,17.61666667,
Physical Activity - Behavior,Income,Colorado,,"$50,000 - $74,999",,,41.08333333,13.56666667,
Physical Activity - Behavior,Income,Colorado,,"$75,000 or greater",,,46.93333333,8.616666667,
Physical Activity - Behavior,Income,Colorado,,"Less than $15,000",,,32.65,29.76666667,
Physical Activity - Behavior,Race/Ethnicity,Colorado,,,,,39.99625,19.12926829,
Physical Activity - Behavior,Total,Colorado,,,,,40.675,16.91666667,
Physical Activity - Behavior,Education,Connecticut,College graduate,,,,40.81666667,12.3,
Physical Activity - Behavior,Education,Connecticut,High school graduate,,,,30.46666667,28.78333333,
Physical Activity - Behavior,Education,Connecticut,Less than high school,,,,22.73333333,42.43333333,
Physical Activity - Behavior,Education,Connecticut,Some college or technical school,,,,34.81666667,22,
Physical Activity - Behavior,Age (years),Connecticut,,,,,34.59861111,22.3,
Physical Activity - Behavior,Gender,Connecticut,,,Female,,32.06666667,24.68333333,
Physical Activity - Behavior,Gender,Connecticut,,,Male,,36.64166667,21.15,
Physical Activity - Behavior,Income,Connecticut,,"$15,000 - $24,999",,,28.51666667,34.28333333,
Physical Activity - Behavior,Income,Connecticut,,"$25,000 - $34,999",,,30.36666667,30.2,
Physical Activity - Behavior,Income,Connecticut,,"$35,000 - $49,999",,,32.46666667,26.71666667,
Physical Activity - Behavior,Income,Connecticut,,"$50,000 - $74,999",,,34.76666667,20.78333333,
Physical Activity - Behavior,Income,Connecticut,,"$75,000 or greater",,,39.83333333,13.16666667,
Physical Activity - Behavior,Income,Connecticut,,"Less than $15,000",,,24.68333333,38.2,
Physical Activity - Behavior,Race/Ethnicity,Connecticut,,,,,31.68194444,25.53243243,
Physical Activity - Behavior,Total,Connecticut,,,,,34.275,22.98333333,
Physical Activity - Behavior,Education,Delaware,College graduate,,,,39.275,15.15,
Physical Activity - Behavior,Education,Delaware,High school graduate,,,,28.98333333,32.15,
Physical Activity - Behavior,Education,Delaware,Less than high school,,,,24.40833333,42.38333333,
Physical Activity - Behavior,Education,Delaware,Some college or technical school,,,,34.75,23.61666667,
Physical Activity - Behavior,Age (years),Delaware,,,,,33.34722222,25.78888889,
Physical Activity - Behavior,Gender,Delaware,,,Female,,29.74166667,28.68333333,
Physical Activity - Behavior,Gender,Delaware,,,Male,,36.225,24.18333333,
Physical Activity - Behavior,Income,Delaware,,"$15,000 - $24,999",,,24.13333333,40.65,
Physical Activity - Behavior,Income,Delaware,,"$25,000 - $34,999",,,31.70833333,32.43333333,
Physical Activity - Behavior,Income,Delaware,,"$35,000 - $49,999",,,34.30833333,27.73333333,
Physical Activity - Behavior,Income,Delaware,,"$50,000 - $74,999",,,32.58333333,21.8,
Physical Activity - Behavior,Income,Delaware,,"$75,000 or greater",,,38.34166667,15.78333333,
Physical Activity - Behavior,Income,Delaware,,"Less than $15,000",,,26.91666667,41.91666667,
Physical Activity - Behavior,Race/Ethnicity,Delaware,,,,,32.93392857,26.64827586,
Physical Activity - Behavior,Total,Delaware,,,,,32.825,26.53333333,
Physical Activity - Behavior,Education,District of Columbia,College graduate,,,,43.91666667,9.783333333,
Physical Activity - Behavior,Education,District of Columbia,High school graduate,,,,33.03333333,28.11666667,
Physical Activity - Behavior,Education,District of Columbia,Less than high school,,,,25.56666667,37.6,
Physical Activity - Behavior,Education,District of Columbia,Some college or technical school,,,,36.09166667,20.81666667,
Physical Activity - Behavior,Age (years),District of Columbia,,,,,38.22916667,19.71388889,
Physical Activity - Behavior,Gender,District of Columbia,,,Female,,35.05833333,20.8,
Physical Activity - Behavior,Gender,District of Columbia,,,Male,,41.7,16.68333333,
Physical Activity - Behavior,Income,District of Columbia,,"$15,000 - $24,999",,,31.1,29.23333333,
Physical Activity - Behavior,Income,District of Columbia,,"$25,000 - $34,999",,,32.85,28.43333333,
Physical Activity - Behavior,Income,District of Columbia,,"$35,000 - $49,999",,,37.01666667,21.1,
Physical Activity - Behavior,Income,District of Columbia,,"$50,000 - $74,999",,,39.13333333,12.8,
Physical Activity - Behavior,Income,District of Columbia,,"$75,000 or greater",,,46,8.583333333,
Physical Activity - Behavior,Income,District of Columbia,,"Less than $15,000",,,28.73333333,32.05,
Physical Activity - Behavior,Race/Ethnicity,District of Columbia,,,,,37.614375,18.60967742,
Physical Activity - Behavior,Total,District of Columbia,,,,,38.175,18.85,
Physical Activity - Behavior,Education,Florida,College graduate,,,,40.89166667,15.23333333,
Physical Activity - Behavior,Education,Florida,High school graduate,,,,30.50833333,31.03333333,
Physical Activity - Behavior,Education,Florida,Less than high school,,,,24.68333333,41.9,
Physical Activity - Behavior,Education,Florida,Some college or technical school,,,,35.675,23.03333333,
Physical Activity - Behavior,Age (years),Florida,,,,,34.34444444,25.26944444,
Physical Activity - Behavior,Gender,Florida,,,Female,,30.675,28.51666667,
Physical Activity - Behavior,Gender,Florida,,,Male,,37.23333333,23.83333333,
Physical Activity - Behavior,Income,Florida,,"$15,000 - $24,999",,,29.15833333,33.95,
Physical Activity - Behavior,Income,Florida,,"$25,000 - $34,999",,,30.35833333,29.41666667,
Physical Activity - Behavior,Income,Florida,,"$35,000 - $49,999",,,33.03333333,24.6,
Physical Activity - Behavior,Income,Florida,,"$50,000 - $74,999",,,36.74166667,19.83333333,
Physical Activity - Behavior,Income,Florida,,"$75,000 or greater",,,42.51666667,13.53333333,
Physical Activity - Behavior,Income,Florida,,"Less than $15,000",,,25.425,41.13333333,
Physical Activity - Behavior,Race/Ethnicity,Florida,,,,,33.40921053,27.99473684,
Physical Activity - Behavior,Total,Florida,,,,,33.85,26.26666667,
Physical Activity - Behavior,Education,Georgia,College graduate,,,,39.96666667,14.18333333,
Physical Activity - Behavior,Education,Georgia,High school graduate,,,,29.53333333,31.03333333,
Physical Activity - Behavior,Education,Georgia,Less than high school,,,,24.15833333,42.18333333,
Physical Activity - Behavior,Education,Georgia,Some college or technical school,,,,34.90833333,23.1,
Physical Activity - Behavior,Age (years),Georgia,,,,,33.16805556,26.16666667,
Physical Activity - Behavior,Gender,Georgia,,,Female,,29.25833333,28.68333333,
Physical Activity - Behavior,Gender,Georgia,,,Male,,36.80833333,23.73333333,
Physical Activity - Behavior,Income,Georgia,,"$15,000 - $24,999",,,28.36666667,34.33333333,
Physical Activity - Behavior,Income,Georgia,,"$25,000 - $34,999",,,31.35,30.33333333,
Physical Activity - Behavior,Income,Georgia,,"$35,000 - $49,999",,,32.91666667,24.68333333,
Physical Activity - Behavior,Income,Georgia,,"$50,000 - $74,999",,,34.15833333,20.5,
Physical Activity - Behavior,Income,Georgia,,"$75,000 or greater",,,39.59166667,13.78333333,
Physical Activity - Behavior,Income,Georgia,,"Less than $15,000",,,26.40833333,39.28333333,
Physical Activity - Behavior,Race/Ethnicity,Georgia,,,,,32.92105263,26.60285714,
Physical Activity - Behavior,Total,Georgia,,,,,32.88333333,26.3,
Physical Activity - Behavior,Education,Guam,College graduate,,,,37.775,19.93333333,
Physical Activity - Behavior,Education,Guam,High school graduate,,,,34.325,30.46666667,
Physical Activity - Behavior,Education,Guam,Less than high school,,,,26.475,43.56666667,
Physical Activity - Behavior,Education,Guam,Some college or technical school,,,,34.725,24.4,
Physical Activity - Behavior,Age (years),Guam,,,,,32.99583333,30.26111111,
Physical Activity - Behavior,Gender,Guam,,,Female,,27.575,33.5,
Physical Activity - Behavior,Gender,Guam,,,Male,,39.425,25.56666667,
Physical Activity - Behavior,Income,Guam,,"$15,000 - $24,999",,,31.075,34.36666667,
Physical Activity - Behavior,Income,Guam,,"$25,000 - $34,999",,,36.25,27.06666667,
Physical Activity - Behavior,Income,Guam,,"$35,000 - $49,999",,,32.775,25.4,
Physical Activity - Behavior,Income,Guam,,"$50,000 - $74,999",,,37.075,23.53333333,
Physical Activity - Behavior,Income,Guam,,"$75,000 or greater",,,39.95,16.33333333,
Physical Activity - Behavior,Income,Guam,,"Less than $15,000",,,26.45,45.53333333,
Physical Activity - Behavior,Race/Ethnicity,Guam,,,,,34.865,24.85333333,
Physical Activity - Behavior,Total,Guam,,,,,33.575,29.46666667,
Physical Activity - Behavior,Education,Hawaii,College graduate,,,,42.33333333,13.5,
Physical Activity - Behavior,Education,Hawaii,High school graduate,,,,36.35,25.08333333,
Physical Activity - Behavior,Education,Hawaii,Less than high school,,,,30.925,33.45,
Physical Activity - Behavior,Education,Hawaii,Some college or technical school,,,,39.90833333,19.51666667,
Physical Activity - Behavior,Age (years),Hawaii,,,,,38.94583333,20.38333333,
Physical Activity - Behavior,Gender,Hawaii,,,Female,,33.975,23.86666667,
Physical Activity - Behavior,Gender,Hawaii,,,Male,,43.41666667,17.76666667,
Physical Activity - Behavior,Income,Hawaii,,"$15,000 - $24,999",,,35.875,26.08333333,
Physical Activity - Behavior,Income,Hawaii,,"$25,000 - $34,999",,,35.6,25.45,
Physical Activity - Behavior,Income,Hawaii,,"$35,000 - $49,999",,,39.68333333,20.4,
Physical Activity - Behavior,Income,Hawaii,,"$50,000 - $74,999",,,39.025,18.3,
Physical Activity - Behavior,Income,Hawaii,,"$75,000 or greater",,,42.3,14.8,
Physical Activity - Behavior,Income,Hawaii,,"Less than $15,000",,,33.58333333,31.1,
Physical Activity - Behavior,Race/Ethnicity,Hawaii,,,,,39.86470588,21.15,
Physical Activity - Behavior,Total,Hawaii,,,,,38.675,20.83333333,
Physical Activity - Behavior,Education,Idaho,College graduate,,,,41.84166667,10.91666667,
Physical Activity - Behavior,Education,Idaho,High school graduate,,,,32.63333333,25.98333333,
Physical Activity - Behavior,Education,Idaho,Less than high school,,,,24.925,36.33333333,
Physical Activity - Behavior,Education,Idaho,Some college or technical school,,,,36.93333333,18.03333333,
Physical Activity - Behavior,Age (years),Idaho,,,,,35.51388889,20.56388889,
Physical Activity - Behavior,Gender,Idaho,,,Female,,35.075,21.11666667,
Physical Activity - Behavior,Gender,Idaho,,,Male,,35.70833333,20.7,
Physical Activity - Behavior,Income,Idaho,,"$15,000 - $24,999",,,30.11666667,28.08333333,
Physical Activity - Behavior,Income,Idaho,,"$25,000 - $34,999",,,33.44166667,23.6,
Physical Activity - Behavior,Income,Idaho,,"$35,000 - $49,999",,,34.31666667,21.33333333,
Physical Activity - Behavior,Income,Idaho,,"$50,000 - $74,999",,,36.675,15.63333333,
Physical Activity - Behavior,Income,Idaho,,"$75,000 or greater",,,43.85833333,10.96666667,
Physical Activity - Behavior,Income,Idaho,,"Less than $15,000",,,30.15833333,29.88333333,
Physical Activity - Behavior,Race/Ethnicity,Idaho,,,,,34.4875,24.96666667,
Physical Activity - Behavior,Total,Idaho,,,,,35.40833333,20.91666667,
Physical Activity - Behavior,Education,Illinois,College graduate,,,,38.125,14.08333333,
Physical Activity - Behavior,Education,Illinois,High school graduate,,,,31.4,30.81666667,
Physical Activity - Behavior,Education,Illinois,Less than high school,,,,24.16666667,36.98333333,
Physical Activity - Behavior,Education,Illinois,Some college or technical school,,,,35.68333333,22.01666667,
Physical Activity - Behavior,Age (years),Illinois,,,,,34.11527778,23.68333333,
Physical Activity - Behavior,Gender,Illinois,,,Female,,31.56666667,25.73333333,
Physical Activity - Behavior,Gender,Illinois,,,Male,,36.09166667,22.4,
Physical Activity - Behavior,Income,Illinois,,"$15,000 - $24,999",,,29.275,31.68333333,
Physical Activity - Behavior,Income,Illinois,,"$25,000 - $34,999",,,29.9,30.63333333,
Physical Activity - Behavior,Income,Illinois,,"$35,000 - $49,999",,,31.90833333,25.33333333,
Physical Activity - Behavior,Income,Illinois,,"$50,000 - $74,999",,,36.04166667,20.18333333,
